"","ensembl_gene_id","hgnc_symbol","chromosome_name","start_position","end_position","gene_length"
"13571","ENSG00000226696","LENG8-AS1","19",54955991,54960223,4232
"13572","ENSG00000226702","","2",56190326,56274461,84135
"13573","ENSG00000226711","FAM66C","12",8332805,8368747,35942
"13574","ENSG00000226721","EEF1DP2","9",95599108,95599950,842
"13575","ENSG00000226752","PSMD5-AS1","9",123587106,123616651,29545
"13576","ENSG00000226754","","1",53704282,53708455,4173
"13577","ENSG00000226761","TAS2R46","12",11213964,11214893,929
"13578","ENSG00000226765","","3",168384347,168385211,864
"13579","ENSG00000226766","FABP7P1","1",243787968,243788358,390
"13580","ENSG00000226824","","7",66119525,66134842,15317
"13581","ENSG00000226833","","2",28931819,28959071,27252
"13582","ENSG00000226852","","1",29194087,29197779,3692
"13583","ENSG00000226864","ATE1-AS1","10",123687827,123711480,23653
"13584","ENSG00000226887","ERVMER34-1","4",53588785,53617807,29022
"13585","ENSG00000226891","","1",65437908,65468159,30251
"13586","ENSG00000226913","BSN-AS2","3",49586739,49591799,5060
"13587","ENSG00000226920","","1",229576031,229576767,736
"13588","ENSG00000226937","CEP164P1","10",45497670,45642669,144999
"13589","ENSG00000226950","DANCR","4",53578597,53586518,7921
"13590","ENSG00000226958","","X",108297361,108297792,431
"13591","ENSG00000226965","","7",110072296,110174811,102515
"13592","ENSG00000227001","NBPF2P","1",21751118,21754460,3342
"13593","ENSG00000227028","SLC8A1-AS1","2",40013593,40482349,468756
"13594","ENSG00000227036","LINC00511","17",70319264,70636611,317347
"13595","ENSG00000227051","C14orf132","14",96505661,96560417,54756
"13596","ENSG00000227057","WDR46","6",33246885,33257304,10419
"13597","ENSG00000227063","RPL41P1","20",21735866,21736171,305
"13598","ENSG00000227081","","12",3320775,3321096,321
"13599","ENSG00000227082","","1",121138614,121204983,66369
"13600","ENSG00000227097","","11",82400571,82400944,373
"13601","ENSG00000227110","LMCD1-AS1","3",7994492,8653610,659118
"13602","ENSG00000227124","ZNF717","3",75758794,75834734,75940
"13603","ENSG00000227165","WDR11-AS1","10",122521324,122610721,89397
"13604","ENSG00000227184","EPPK1","8",144939497,144952632,13135
"13605","ENSG00000227195","MIR663A","20",26167556,26232162,64606
"13606","ENSG00000227199","ST7-AS1","7",116592500,116594388,1888
"13607","ENSG00000227200","","9",127025155,127028088,2933
"13608","ENSG00000227232","WASH7P","1",14363,29806,15443
"13609","ENSG00000227248","FAM155A-IT1","13",108440690,108487799,47109
"13610","ENSG00000227252","","2",237968077,237994460,26383
"13611","ENSG00000227268","KLLN","10",89618918,89623194,4276
"13612","ENSG00000227285","","X",119055224,119056803,1579
"13613","ENSG00000227288","","1",81967479,81969153,1674
"13614","ENSG00000227318","","9",66664325,66665950,1625
"13615","ENSG00000227331","","2",159404937,159405736,799
"13616","ENSG00000227345","PARG","10",51026325,51130715,104390
"13617","ENSG00000227354","RBM26-AS1","13",79980444,79998463,18019
"13618","ENSG00000227372","TP73-AS1","1",3652548,3663900,11352
"13619","ENSG00000227382","EIF4A2P2","10",74959584,74960983,1399
"13620","ENSG00000227388","","9",35772160,35790429,18269
"13621","ENSG00000227398","KIF9-AS1","3",47205987,47288091,82104
"13622","ENSG00000227436","FCF1P1","7",23658952,23662445,3493
"13623","ENSG00000227450","","17",36905613,36906969,1356
"13624","ENSG00000227456","LINC00310","21",35552978,35562220,9242
"13625","ENSG00000227470","","2",109494764,109494916,152
"13626","ENSG00000227496","","1",225888306,225939945,51639
"13627","ENSG00000227500","SCAMP4","19",1905213,1926016,20803
"13628","ENSG00000227533","SLC2A1-AS1","1",43424720,43449029,24309
"13629","ENSG00000227540","","10",75012549,75014107,1558
"13630","ENSG00000227542","","2",192093891,192110898,17007
"13631","ENSG00000227558","PGM5P2","9",69080240,69147854,67614
"13632","ENSG00000227560","","10",114747235,114747624,389
"13633","ENSG00000227583","","10",70434113,70434857,744
"13634","ENSG00000227598","","6",167383114,167412553,29439
"13635","ENSG00000227603","","9",96197614,96199403,1789
"13636","ENSG00000227627","","6",153304885,153310358,5473
"13637","ENSG00000227640","SOX21-AS1","13",95364970,95368500,3530
"13638","ENSG00000227671","MIR3916","1",247353153,247374158,21005
"13639","ENSG00000227698","","21",43294865,43297722,2857
"13640","ENSG00000227704","","6",170125600,170139088,13488
"13641","ENSG00000227740","","1",175873898,175889649,15751
"13642","ENSG00000227745","","2",132890429,132897002,6573
"13643","ENSG00000227781","GLUD1P2","10",48952491,48980269,27778
"13644","ENSG00000227811","FAM212B-AS1","1",112282463,112290420,7957
"13645","ENSG00000227825","SLC9A7P1","12",98847613,98850923,3310
"13646","ENSG00000227827","","16",16450081,16471364,21283
"13647","ENSG00000227885","","6",53605547,53611820,6273
"13648","ENSG00000227888","FAM66A","8",12219527,12268510,48983
"13649","ENSG00000227896","","10",88281702,88284858,3156
"13650","ENSG00000227911","","13",33907816,33909414,1598
"13651","ENSG00000227946","","2",206949329,206951288,1959
"13652","ENSG00000227953","","1",246939315,246955687,16372
"13653","ENSG00000227960","","1",81970784,81971981,1197
"13654","ENSG00000227963","","1",110828997,110881793,52796
"13655","ENSG00000227986","TRIM60P18","7",63815456,63816577,1121
"13656","ENSG00000227992","","2",111961541,111963792,2251
"13657","ENSG00000228043","","2",139175854,139259268,83414
"13658","ENSG00000228065","","10",67330096,67526299,196203
"13659","ENSG00000228106","","1",222988364,223010726,22362
"13660","ENSG00000228107","","21",37732928,37734338,1410
"13661","ENSG00000228109","MFI2-AS1","3",196726331,196731615,5284
"13662","ENSG00000228124","","6",90383188,90385502,2314
"13663","ENSG00000228137","","21",47666804,47667596,792
"13664","ENSG00000228158","TLE1P1","X",64627964,64628565,601
"13665","ENSG00000228175","GEMIN8P4","1",90459152,90459880,728
"13666","ENSG00000228192","","1",43300352,43312093,11741
"13667","ENSG00000228201","","16",698473,699200,727
"13668","ENSG00000228203","RNF144A-AS1","2",7052408,7058840,6432
"13669","ENSG00000228222","","2",168149681,168414843,265162
"13670","ENSG00000228223","HCG11","6",26522076,26526807,4731
"13671","ENSG00000228232","GAPDHP1","X",39646386,39647390,1004
"13672","ENSG00000228251","","2",113348373,113349516,1143
"13673","ENSG00000228252","COL6A4P2","3",129931666,129992649,60983
"13674","ENSG00000228253","MT-ATP8","MT",8366,8572,206
"13675","ENSG00000228265","","20",32570858,32582163,11305
"13676","ENSG00000228274","","22",39063590,39077825,14235
"13677","ENSG00000228300","C19orf24","19",1275026,1279248,4222
"13678","ENSG00000228327","","1",700237,714006,13769
"13679","ENSG00000228393","LINC01004","7",104590762,104653491,62729
"13680","ENSG00000228395","","9",131291180,131314689,23509
"13681","ENSG00000228409","CCT6P1","7",65216129,65228341,12212
"13682","ENSG00000228412","","6",19802395,19804983,2588
"13683","ENSG00000228423","","1",8865919,8867110,1191
"13684","ENSG00000228434","","7",44043645,44047465,3820
"13685","ENSG00000228436","","1",39325672,39385068,59396
"13686","ENSG00000228439","TSTD3","6",99968569,99979794,11225
"13687","ENSG00000228446","","2",225364104,225364817,713
"13688","ENSG00000228451","SDAD1P1","8",26236775,26240469,3694
"13689","ENSG00000228474","OST4","2",27293340,27294641,1301
"13690","ENSG00000228486","LINC01125","2",98280680,98319527,38847
"13691","ENSG00000228495","LINC01013","6",132453055,132490514,37459
"13692","ENSG00000228506","","6",99872798,99879249,6451
"13693","ENSG00000228526","","1",9242066,9262678,20612
"13694","ENSG00000228528","","2",105320216,105321967,1751
"13695","ENSG00000228544","CCDC183-AS1","9",139698379,139703300,4921
"13696","ENSG00000228549","","1",17197440,17200587,3147
"13697","ENSG00000228592","","21",24733426,24757182,23756
"13698","ENSG00000228594","C1orf233","1",1533392,1535476,2084
"13699","ENSG00000228614","","6",53655673,53659072,3399
"13700","ENSG00000228623","ZNF883","9",115759495,115774507,15012
"13701","ENSG00000228624","","6",114290865,114792869,502004
"13702","ENSG00000228638","FCF1P2","3",48332283,48332865,582
"13703","ENSG00000228649","","7",22893797,22901021,7224
"13704","ENSG00000228696","ARL17B","17",44352150,44439130,86980
"13705","ENSG00000228701","TNKS2-AS1","10",93542596,93558048,15452
"13706","ENSG00000228716","DHFR","5",79922047,79950802,28755
"13707","ENSG00000228721","","2",133668669,133668834,165
"13708","ENSG00000228741","","13",24553949,24609166,55217
"13709","ENSG00000228775","WEE2-AS1","7",141404138,141438146,34008
"13710","ENSG00000228782","MRPL45P2","17",45527934,45569858,41924
"13711","ENSG00000228784","LINC00954","2",20068621,20084808,16187
"13712","ENSG00000228794","LINC01128","1",762988,794826,31838
"13713","ENSG00000228798","","21",18003146,18013002,9856
"13714","ENSG00000228801","","8",52811885,52859733,47848
"13715","ENSG00000228817","BACH1-IT2","21",30742944,30746029,3085
"13716","ENSG00000228824","MIR4500HG","13",88079469,88323514,244045
"13717","ENSG00000228828","","10",38107534,38109910,2376
"13718","ENSG00000228878","","7",35791466,35840226,48760
"13719","ENSG00000228886","","13",45924458,45925485,1027
"13720","ENSG00000228889","UBAC2-AS1","13",99848631,99852964,4333
"13721","ENSG00000228903","RASA4CP","7",44066550,44081491,14941
"13722","ENSG00000228906","","X",73168808,73169393,585
"13723","ENSG00000228939","AKT3-IT1","1",243956507,243957702,1195
"13724","ENSG00000228972","","6",128752086,128753913,1827
"13725","ENSG00000228989","","2",242629829,242633704,3875
"13726","ENSG00000228998","","15",90818266,90820841,2575
"13727","ENSG00000229018","","7",72476064,72555749,79685
"13728","ENSG00000229019","","9",71041759,71044285,2526
"13729","ENSG00000229043","","7",1200010,1204903,4893
"13730","ENSG00000229117","RPL41","12",56510370,56511727,1357
"13731","ENSG00000229119","","5",165809310,165809604,294
"13732","ENSG00000229124","VIM-AS1","10",17256238,17271984,15746
"13733","ENSG00000229127","","2",210895457,210929080,33623
"13734","ENSG00000229152","ANKRD10-IT1","13",111547406,111551519,4113
"13735","ENSG00000229164","TRAC","14",23016447,23021097,4650
"13736","ENSG00000229180","","7",65991075,66007536,16461
"13737","ENSG00000229186","ADAM1A","12",112337067,112340042,2975
"13738","ENSG00000229191","","1",200993077,200997920,4843
"13739","ENSG00000229206","","10",11072297,11072831,534
"13740","ENSG00000229212","","15",85747141,85778026,30885
"13741","ENSG00000229214","LINC00242","6",170188886,170198921,10035
"13742","ENSG00000229222","KRT18P4","20",48573282,48574569,1287
"13743","ENSG00000229236","TTTY10","Y",22627554,22681114,53560
"13744","ENSG00000229267","","2",215674953,215827998,153045
"13745","ENSG00000229273","","9",41954580,41955037,457
"13746","ENSG00000229276","REV3L-IT1","6",111681844,111682810,966
"13747","ENSG00000229320","KRT8P12","3",160283235,160287036,3801
"13748","ENSG00000229325","ACAP2-IT1","3",195001452,195003470,2018
"13749","ENSG00000229358","DPY19L1P1","7",32620561,32801399,180838
"13750","ENSG00000229419","RALGAPA1P","9",108282409,108288640,6231
"13751","ENSG00000229427","ANKRD26P4","13",31885426,31887058,1632
"13752","ENSG00000229447","","1",31736092,31736528,436
"13753","ENSG00000229472","","20",32668955,32669754,799
"13754","ENSG00000229481","","19",38320191,38322797,2606
"13755","ENSG00000229492","","22",17897744,17898875,1131
"13756","ENSG00000229520","LINC00404","13",112760409,112761196,787
"13757","ENSG00000229521","MYCBP2-AS2","13",77654646,77655325,679
"13758","ENSG00000229539","","20",3868886,3869515,629
"13759","ENSG00000229559","","6",37511329,37515056,3727
"13760","ENSG00000229587","","9",77624744,77630952,6208
"13761","ENSG00000229589","ACVR2B-AS1","3",38492518,38496311,3793
"13762","ENSG00000229591","","7",151817086,151818802,1716
"13763","ENSG00000229619","MBNL1-AS1","3",151980405,151987344,6939
"13764","ENSG00000229638","RPL4P4","3",185135283,185136566,1283
"13765","ENSG00000229645","LINC00341","14",95873606,95876427,2821
"13766","ENSG00000229659","","10",75182017,75182454,437
"13767","ENSG00000229692","SOS1-IT1","2",39219420,39220998,1578
"13768","ENSG00000229727","","2",7561392,7590385,28993
"13769","ENSG00000229728","","20",1342266,1343229,963
"13770","ENSG00000229729","","3",88108424,88188123,79699
"13771","ENSG00000229743","LINC01159","2",105481955,105489053,7098
"13772","ENSG00000229789","","9",68726629,68745997,19368
"13773","ENSG00000229808","","1",161860623,161861986,1363
"13774","ENSG00000229809","ZNF688","16",30580667,30584055,3388
"13775","ENSG00000229816","DDX50P1","2",32426669,32429068,2399
"13776","ENSG00000229833","PET100","19",7694623,7696842,2219
"13777","ENSG00000229852","","6",73972938,74011124,38186
"13778","ENSG00000229874","","1",206135293,206137984,2691
"13779","ENSG00000229891","","22",42760406,42765242,4836
"13780","ENSG00000229944","","17",47500970,47502298,1328
"13781","ENSG00000229954","MTND2P2","X",102041741,102043315,1574
"13782","ENSG00000229955","","22",38783923,38784862,939
"13783","ENSG00000229956","ZRANB2-AS2","1",71547007,71955652,408645
"13784","ENSG00000229980","TOB1-AS1","17",48944040,48987098,43058
"13785","ENSG00000229989","MIR181A1HG","1",198776622,198906558,129936
"13786","ENSG00000229992","HMGB3P9","1",93112605,93113187,582
"13787","ENSG00000229994","RPL5P4","1",35816323,35817208,885
"13788","ENSG00000230001","","9",4070906,4071884,978
"13789","ENSG00000230002","ALMS1-IT1","2",73683891,73686611,2720
"13790","ENSG00000230042","AK3P3","7",23168797,23169460,663
"13791","ENSG00000230055","CISD3","17",36886488,36891297,4809
"13792","ENSG00000230068","CDC42-IT1","1",22385690,22390692,5002
"13793","ENSG00000230069","LRRC37A15P","4",103648431,103651878,3447
"13794","ENSG00000230071","RPL4P6","22",40982704,40984007,1303
"13795","ENSG00000230074","","9",34665662,34681295,15633
"13796","ENSG00000230091","TMEM254-AS1","10",81806616,81838668,32052
"13797","ENSG00000230124","","1",180238788,180245359,6571
"13798","ENSG00000230177","","6",111599135,111599945,810
"13799","ENSG00000230185","C9orf147","9",115196096,115249484,53388
"13800","ENSG00000230189","","7",65874130,65955046,80916
"13801","ENSG00000230202","","6",118320138,118320611,473
"13802","ENSG00000230269","","6",3182978,3195990,13012
"13803","ENSG00000230330","HMGN2P3","16",26043860,26044132,272
"13804","ENSG00000230359","TPI1P2","7",128696073,128696824,751
"13805","ENSG00000230373","GOLGA6L5P","15",85051116,85060045,8929
"13806","ENSG00000230393","","2",100721381,100723966,2585
"13807","ENSG00000230397","SPTLC1P1","10",31649884,31650144,260
"13808","ENSG00000230409","TCEA1P2","3",37317087,37318089,1002
"13809","ENSG00000230424","","1",19536995,19567198,30203
"13810","ENSG00000230445","LRRC37A6P","10",27535279,27548384,13105
"13811","ENSG00000230453","ANKRD18B","9",33524392,33573007,48615
"13812","ENSG00000230454","","3",50297735,50300790,3055
"13813","ENSG00000230461","PROX1-AS1","1",213991094,214160973,169879
"13814","ENSG00000230487","PSMG3-AS1","7",1609709,1629262,19553
"13815","ENSG00000230498","","1",77533605,77544167,10562
"13816","ENSG00000230510","PPP5D1","19",46984053,47104457,120404
"13817","ENSG00000230513","THAP7-AS1","22",21356175,21364631,8456
"13818","ENSG00000230530","LIMD1-AS1","3",45720535,45730626,10091
"13819","ENSG00000230532","","17",47009153,47014462,5309
"13820","ENSG00000230551","","5",148872949,148884233,11284
"13821","ENSG00000230561","","5",127039082,127277326,238244
"13822","ENSG00000230562","FAM133DP","2",158236236,158236926,690
"13823","ENSG00000230590","FTX","X",73183790,73513409,329619
"13824","ENSG00000230606","","2",98081083,98099107,18024
"13825","ENSG00000230629","RPS23P8","X",70182814,70183143,329
"13826","ENSG00000230658","KLHL7-AS1","7",23140847,23145322,4475
"13827","ENSG00000230673","PABPC1P3","X",73802923,73803381,458
"13828","ENSG00000230699","","1",846815,850328,3513
"13829","ENSG00000230701","FBXW4P1","22",23605323,23606541,1218
"13830","ENSG00000230707","","X",139173902,139174720,818
"13831","ENSG00000230715","","7",128292895,128293719,824
"13832","ENSG00000230724","LINC01001","11",127115,139612,12497
"13833","ENSG00000230730","","2",28856148,28887406,31258
"13834","ENSG00000230732","","3",196639821,196641450,1629
"13835","ENSG00000230772","VN1R108P","20",25714900,25715729,829
"13836","ENSG00000230844","ZNF674-AS1","X",46404928,46407843,2915
"13837","ENSG00000230847","","5",70370052,70389020,18968
"13838","ENSG00000230876","LINC00486","2",33050510,33151760,101250
"13839","ENSG00000230880","","1",142618769,142729975,111206
"13840","ENSG00000230896","","1",46160356,46162747,2391
"13841","ENSG00000230910","","6",69339854,69344919,5065
"13842","ENSG00000230922","","22",45396446,45399500,3054
"13843","ENSG00000230928","","10",100011780,100016332,4552
"13844","ENSG00000230989","HSBP1","16",83841448,83853342,11894
"13845","ENSG00000230992","FAM201B","2",133110240,133112412,2172
"13846","ENSG00000231007","CDC20P1","9",89626567,89628066,1499
"13847","ENSG00000231025","","10",98752207,98755716,3509
"13848","ENSG00000231028","LINC00271","6",135818489,136037193,218704
"13849","ENSG00000231050","","1",1822910,1824097,1187
"13850","ENSG00000231064","","1",155166659,155175286,8627
"13851","ENSG00000231066","NPM1P9","X",14852598,14853441,843
"13852","ENSG00000231074","HCG18","6",30255174,30294927,39753
"13853","ENSG00000231107","","9",93063184,93195787,132603
"13854","ENSG00000231113","","6",42908102,42916098,7996
"13855","ENSG00000231121","","12",77718421,77966055,247634
"13856","ENSG00000231125","","21",30430394,30432416,2022
"13857","ENSG00000231134","TCF7L1-IT1","2",85413532,85414376,844
"13858","ENSG00000231154","MORF4L2-AS1","X",102942212,102946700,4488
"13859","ENSG00000231160","","4",38614322,38666504,52182
"13860","ENSG00000231165","TRBV26OR9-2","9",33695765,33696057,292
"13861","ENSG00000231177","LINC00852","3",10326103,10327430,1327
"13862","ENSG00000231181","","1",9636485,9637043,558
"13863","ENSG00000231185","","5",141704858,142051566,346708
"13864","ENSG00000231187","","10",46951472,46966835,15363
"13865","ENSG00000231188","","10",102095320,102106147,10827
"13866","ENSG00000231205","ZNF826P","19",20451078,20607775,156697
"13867","ENSG00000231259","","2",87257800,87303536,45736
"13868","ENSG00000231305","","3",128580156,128590383,10227
"13869","ENSG00000231307","RPS3P2","20",37166401,37167101,700
"13870","ENSG00000231312","","2",39663778,39892483,228705
"13871","ENSG00000231335","","4",77558776,77565521,6745
"13872","ENSG00000231365","","1",119683019,119818596,135577
"13873","ENSG00000231389","HLA-DPA1","6",33032346,33048552,16206
"13874","ENSG00000231429","","1",121154579,121171134,16555
"13875","ENSG00000231459","LINC00032","9",27245682,27282791,37109
"13876","ENSG00000231466","","22",25745510,25746289,779
"13877","ENSG00000231473","LINC00441","13",48870649,48877797,7148
"13878","ENSG00000231500","RPS18","6",33239787,33244287,4500
"13879","ENSG00000231527","","9",45108392,45112532,4140
"13880","ENSG00000231563","","1",228595082,228597395,2313
"13881","ENSG00000231566","","X",45707328,45710920,3592
"13882","ENSG00000231584","FAHD2CP","2",96676299,96689128,12829
"13883","ENSG00000231587","SNORD62B","9",134365873,134365958,85
"13884","ENSG00000231595","","17",14113805,14121239,7434
"13885","ENSG00000231607","DLEU2","13",50601269,50699856,98587
"13886","ENSG00000231609","","2",63271057,63275775,4718
"13887","ENSG00000231611","","11",116645826,116646592,766
"13888","ENSG00000231632","","9",91624949,91625393,444
"13889","ENSG00000231663","","1",234508553,234509339,786
"13890","ENSG00000231672","DIRC3","2",218148742,218621316,472574
"13891","ENSG00000231697","NANOGP5","9",102937460,102938336,876
"13892","ENSG00000231713","","21",41099682,41102607,2925
"13893","ENSG00000231721","LINC-PINT","7",130626519,130794935,168416
"13894","ENSG00000231728","","X",103172005,103174131,2126
"13895","ENSG00000231729","ARHGEF9-IT1","X",62890076,62891382,1306
"13896","ENSG00000231738","TSPAN19","12",85408094,85430055,21961
"13897","ENSG00000231752","EMBP1","1",121261143,121310591,49448
"13898","ENSG00000231770","TMEM44-AS1","3",194304740,194310989,6249
"13899","ENSG00000231789","","1",9732484,9747613,15129
"13900","ENSG00000231795","ITCH-IT1","20",33038735,33042357,3622
"13901","ENSG00000231806","PCAT7","9",97317351,97330409,13058
"13902","ENSG00000231817","","13",47029270,47060641,31371
"13903","ENSG00000231827","","1",153767649,153774567,6918
"13904","ENSG00000231842","","6",126498339,126523385,25046
"13905","ENSG00000231865","SIK3-IT1","11",116756762,116761437,4675
"13906","ENSG00000231871","IPO9-AS1","1",201657387,201798687,141300
"13907","ENSG00000231888","MTND5P15","3",176728507,176728855,348
"13908","ENSG00000231889","TRAF3IP2-AS1","6",111804714,111919505,114791
"13909","ENSG00000231890","","2",136742746,136779888,37142
"13910","ENSG00000231925","TAPBP","6",33267471,33282164,14693
"13911","ENSG00000231952","DPY19L1P2","7",32852369,32878182,25813
"13912","ENSG00000231991","ANXA2P2","9",33624223,33625532,1309
"13913","ENSG00000231999","","1",90048800,90098453,49653
"13914","ENSG00000232000","","9",14987300,15146399,159099
"13915","ENSG00000232018","","14",101426846,101433377,6531
"13916","ENSG00000232031","","6",82434439,82446070,11631
"13917","ENSG00000232040","SCAND3","6",28539407,28583989,44582
"13918","ENSG00000232044","LINC01105","2",6072819,6141407,68588
"13919","ENSG00000232046","","2",66801162,66957289,156127
"13920","ENSG00000232070","TMEM253","14",21567096,21571883,4787
"13921","ENSG00000232081","LARGE-IT1","22",34119818,34120898,1080
"13922","ENSG00000232082","RPS6KA2-IT1","6",166874151,166878871,4720
"13923","ENSG00000232093","","1",155017667,155018594,927
"13924","ENSG00000232098","","19",58915605,58919851,4246
"13925","ENSG00000232104","","9",3526723,3671646,144923
"13926","ENSG00000232112","TMA7","3",48481667,48485616,3949
"13927","ENSG00000232119","MCTS1","X",119727865,119754929,27064
"13928","ENSG00000232160","RAP2C-AS1","X",131351175,131566890,215715
"13929","ENSG00000232184","","1",243866159,243904123,37964
"13930","ENSG00000232229","LINC00865","10",91589267,91600618,11351
"13931","ENSG00000232274","","1",143118704,143211070,92366
"13932","ENSG00000232295","","6",71931160,72037931,106771
"13933","ENSG00000232303","","9",32566146,32567124,978
"13934","ENSG00000232372","","1",224170456,224175856,5400
"13935","ENSG00000232388","LINC00493","20",18548064,18550207,2143
"13936","ENSG00000232412","","X",123093083,123095191,2108
"13937","ENSG00000232433","","9",42493617,42494809,1192
"13938","ENSG00000232442","","20",62258580,62260177,1597
"13939","ENSG00000232445","","7",100951627,100954266,2639
"13940","ENSG00000232450","","1",114241506,114242253,747
"13941","ENSG00000232454","","9",37836041,37836391,350
"13942","ENSG00000232466","","9",26880176,26880547,371
"13943","ENSG00000232474","NCKAP5-IT1","2",134189237,134191468,2231
"13944","ENSG00000232479","","2",203789332,203790627,1295
"13945","ENSG00000232485","","2",217343753,217363484,19731
"13946","ENSG00000232486","","9",108520445,108523036,2591
"13947","ENSG00000232489","MFAP1P1","13",31115780,31117034,1254
"13948","ENSG00000232527","","1",148928322,148951595,23273
"13949","ENSG00000232533","","7",143076785,143077588,803
"13950","ENSG00000232545","","22",24497652,24499317,1665
"13951","ENSG00000232546","","7",66313483,66323123,9640
"13952","ENSG00000232559","","7",66010634,66057373,46739
"13953","ENSG00000232561","GTF2IP1","7",74602783,74653438,50655
"13954","ENSG00000232573","RPL3P4","14",99439216,99439638,422
"13955","ENSG00000232586","","1",180918835,180924023,5188
"13956","ENSG00000232587","EEF1A1P3","13",28788650,28790034,1384
"13957","ENSG00000232593","LINC01155","X",53123327,53196196,72869
"13958","ENSG00000232611","","X",135923090,135929956,6866
"13959","ENSG00000232637","","1",146032648,146253110,220462
"13960","ENSG00000232648","","4",184416091,184425647,9556
"13961","ENSG00000232677","LINC00665","19",36803969,36822620,18651
"13962","ENSG00000232686","ARID4B-IT1","1",235333435,235334206,771
"13963","ENSG00000232693","","2",65600834,65607819,6985
"13964","ENSG00000232732","","2",200732119,200775882,43763
"13965","ENSG00000232795","SCAND3P1","13",35759431,35760816,1385
"13966","ENSG00000232818","RPS2P32","7",23530092,23530983,891
"13967","ENSG00000232833","FAM27E3","9",67784944,67786624,1680
"13968","ENSG00000232838","PET117","20",18118517,18123813,5296
"13969","ENSG00000232859","LYRM9","17",26205340,26221778,16438
"13970","ENSG00000232882","PHKA1P1","1",91358549,91359169,620
"13971","ENSG00000232891","","6",150921970,150926986,5016
"13972","ENSG00000232906","","7",64820847,64822089,1242
"13973","ENSG00000232931","LINC00342","2",96472866,96481963,9097
"13974","ENSG00000232940","HCG25","6",33217311,33222766,5455
"13975","ENSG00000232953","HSPA8P18","3",19981761,19984802,3041
"13976","ENSG00000232956","SNHG15","7",45022622,45026560,3938
"13977","ENSG00000232995","","1",163214295,163291684,77389
"13978","ENSG00000233006","","5",131646978,131705608,58630
"13979","ENSG00000233012","HDAC1P2","1",220799082,220801398,2316
"13980","ENSG00000233016","SNHG7","9",139615818,139622636,6818
"13981","ENSG00000233058","LINC00884","3",194208183,194239008,30825
"13982","ENSG00000233061","TTLL7-IT1","1",84444801,84449983,5182
"13983","ENSG00000233072","RPS15AP6","1",21330043,21330427,384
"13984","ENSG00000233073","","7",86413542,86415986,2444
"13985","ENSG00000233098","","17",20771746,20905589,133843
"13986","ENSG00000233137","","9",37079893,37090398,10505
"13987","ENSG00000233170","","8",37604854,37605522,668
"13988","ENSG00000233184","","1",101491434,101552821,61387
"13989","ENSG00000233218","SNX18P16","1",142688379,142688925,546
"13990","ENSG00000233223","","17",7485282,7487390,2108
"13991","ENSG00000233224","HIST1H2AM","6",27860477,27860963,486
"13992","ENSG00000233230","","2",48132817,48134949,2132
"13993","ENSG00000233237","LINC00472","6",72054047,72130472,76425
"13994","ENSG00000233264","","7",8019943,8021859,1916
"13995","ENSG00000233276","GPX1","3",49394609,49396033,1424
"13996","ENSG00000233280","","3",97540884,97594132,53248
"13997","ENSG00000233325","MIPEPP3","13",21872278,21880512,8234
"13998","ENSG00000233369","","7",72569033,72619657,50624
"13999","ENSG00000233382","NKAPP1","X",119254863,119379122,124259
"14000","ENSG00000233396","","1",145373054,145382434,9380
"14001","ENSG00000233429","HOTAIRM1","7",27135266,27139884,4618
"14002","ENSG00000233461","","1",231658134,231664302,6168
"14003","ENSG00000233476","EEF1A1P6","7",22550231,22551618,1387
"14004","ENSG00000233527","","19",37063972,37085610,21638
"14005","ENSG00000233557","NFU1P2","1",98542556,98543024,468
"14006","ENSG00000233560","KRT8P39","12",69099414,69100846,1432
"14007","ENSG00000233593","","1",91248543,91317207,68664
"14008","ENSG00000233602","ERI3-IT1","1",44709080,44709945,865
"14009","ENSG00000233611","","2",237076090,237203570,127480
"14010","ENSG00000233631","","6",26634611,26637008,2397
"14011","ENSG00000233639","LINC01158","2",105424030,105469641,45611
"14012","ENSG00000233684","","2",317912,342118,24206
"14013","ENSG00000233718","MYCNOS","2",16061159,16082371,21212
"14014","ENSG00000233723","LINC01122","2",58654934,59290901,635967
"14015","ENSG00000233757","","2",95873283,95881351,8068
"14016","ENSG00000233799","","4",758275,758862,587
"14017","ENSG00000233822","HIST1H2BN","6",27806323,27823487,17164
"14018","ENSG00000233836","","19",23945746,24016116,70370
"14019","ENSG00000233864","TTTY15","Y",14774265,14804162,29897
"14020","ENSG00000233871","DLG5-AS1","10",79687130,79689582,2452
"14021","ENSG00000233875","","1",154551541,154552139,598
"14022","ENSG00000233892","PAIP1P1","6",30154575,30156391,1816
"14023","ENSG00000233895","","20",19738352,19790319,51967
"14024","ENSG00000233901","","9",132094579,132121817,27238
"14025","ENSG00000233906","","9",23671786,23672397,611
"14026","ENSG00000233924","","14",55471531,55472405,874
"14027","ENSG00000233927","RPS28","19",8386042,8388224,2182
"14028","ENSG00000233930","KRTAP5-AS1","11",1592583,1620414,27831
"14029","ENSG00000233932","CTXN2","15",48483736,48495953,12217
"14030","ENSG00000233937","","5",180673523,180699168,25645
"14031","ENSG00000233954","","1",16133679,16134194,515
"14032","ENSG00000233956","BTF3P6","21",34890917,34891415,498
"14033","ENSG00000233961","","9",69065655,69084989,19334
"14034","ENSG00000233967","","6",81153061,81175644,22583
"14035","ENSG00000234028","","2",88927057,88931339,4282
